Issue link,Commit link,change mode,Title,param_name
SPARK-28997,https://github.com/apache/spark/commit/a1213d5f963f6e8815bbfaff308b0a24112fff5,Add new code,[SQL] Add `spark.sql.dialect`,spark.sql.dialect
SPARK-29783,https://github.com/apache/spark/commit/5cebe587c7132fa6ea502084d45e0d8b203481b,Add new code,[SQL] Support SQL Standard/ISO_8601 output style for interval type,spark.sql.intervalOutputStyle
SPARK-28560,https://github.com/apache/spark/commit/9ac4b2dbc55a1114fea313483e5543d83c35221,Add new code,[SQL] Optimize shuffle reader to local shuffle reader when smj converted to bhj in adaptive execution,spark.sql.adaptive.optimizedLocalShuffleReader.enabled
SPARK-28869,https://github.com/apache/spark/commit/100fc58da54e026cda87832a10e2d06eaeccdf8,Add new code,[CORE] Roll over event log files,"spark.eventLog.rollLog, spark.eventLog.rollLog.maxFileSize"
SPARK-29397,https://github.com/apache/spark/commit/d51d228048d519a9a666f48dc532625de13e758,Add new code,[CORE] Extend plugin interface to include the driverSpark 2.4 added the ability for executor plugins to be loaded intoSpark (see SPARK-24918).,spark.plugins
SPARK-20568,https://github.com/apache/spark/commit/ba2bc4b0e0eea0c1b6732a18cb20e61e4f69315,Add new code,[SS] Provide **OPTION** to clean up completed files in streaming query,cleanSource (API configuration)
SPARK-24768,https://github.com/apache/spark/commit/395860a986987886df6d60fd9b26afd818b2cb39#,Add new code,Have a built-in AVRO data source implementation,spark.sql.avro.deflate.level
SPARK-27990,https://github.com/apache/spark/commit/3dd3a623f293bc7fd4937c95f06b967fa187b0f,Add new code,[SPARK-29903][PYTHON] Add recursiveFileLookup **OPTION** to Python DataFrameReader,recursiveFileLookup (API configuration)
SPARK-27189,https://github.com/apache/spark/commit/729f43f499f3dd2718c0b28d73f2ca29cc811ea,Add new code,[CORE] Add Executor metrics and memory usage instrumentation to the metrics system,spark.metrics.executorMetricsSource.enabled
SPARK-29864,https://github.com/apache/spark/commit/e933539cdd557297daf97ff5e532a3f09889697,Add new code,[SPARK-29920][SQL] Strict parsing of day-time strings to intervals,spark.sql.legacy.fromDayTimeString.enabled
SPARK-30240,https://github.com/apache/spark/commit/a9fbd310300e57ed58818d7347f3c3172701c49,Add new code,[CORE] Support HTTP redirects directly to a proxy server,spark.ui.proxyRedirectUri
SPARK-29938,https://github.com/apache/spark/commit/07b04c4c72ef0a1c6631afc2dc6d9be9817e319,Add new code,[SQL] Add batching support in Alter table add partition flow,spark.rdd.parallelListingThreshold
SPARK-21869,https://github.com/apache/spark/commit/7bff2db9ed803e05a43c2d875c1dea819d81248,Add new code,[SS] Revise Kafka producer pool to implement 'expire' correctly,spark.kafka.producer.cache.evictorThreadRunInterval
SPARK-29001,https://github.com/apache/spark/commit/0346afa8fc348aa1b3f5110df747a64e3b2da38,Add new code,[CORE] Print events that take too long time to process,"spark.scheduler.listenerbus.logSlowEvent.enabled, spark.scheduler.listenerbus.logSlowEvent.threshold"
CASSANDRA-11097,https://github.com/apache/cassandra/commit/0240a4659d761f06f94f8cd97097f2d0ad2d220c,Add code change,Introduce optional timeouts for idle client sessions,native_transport_idle_timeout_in_ms
CASSANDRA-13884,https://github.com/apache/cassandra/commit/c22ee2bd451d030e99cfb65be839bbc735a5352f,Add code change,Add sstableloader **OPTION** to accept target keyspace name,TARGET_KEYSPACE
CASSANDRA-13987,https://github.com/apache/cassandra/commit/05cb556f90dbd1929a180254809e05620265419b,Add code change,More frequent commitlog chained markers,commitlog_marker_period_in_ms
CASSANDRA-12014,https://github.com/apache/cassandra/commit/ae88fd6c79b066f12ad76c2c1bfc1620d86bdbc5,Add code change,Avoid assertion error when IndexSummary > 2G,index_summary_expected_key_size
CASSANDRA-13651,https://github.com/apache/cassandra/commit/96ef514917e5a4829dbe864104dbc08a7d0e0cec,Add code change,Remove Netty timed batching and instead do the batch during next eventLoop invocation after a write has been enqueued. ,native_transport_flush_in_batches_legacy
CASSANDRA-14275,https://github.com/apache/cassandra/commit/19d26bcb80219bce0089fbe8942a34e3a331fd17,Add code change,Add ability to specify driver name and version,DRIVER_NAME DRIVER_VERSION
CASSANDRA-15002,https://github.com/apache/cassandra/commit/7f634feb7cf1fdb135133946ffd75efa681b8cb7,Add code change,Avoid leaking threads when remote nodes fail anticompaction and rate limit anticompactions,cassandra.acquire_sleep_ms cassandra.acquire_retry_seconds
CASSANDRA-15193,https://github.com/apache/cassandra/commit/0388d89e29393d0b1f50baa24848bc8cb0a7c9a3,Add code change,Allow max protocol version to be cappedPatch,disable_max_protocol_auto_override
CASSANDRA-12151,https://github.com/apache/cassandra/commit/f56871b88be1e8965f166769c12cfa43313bac74,Add new code,Audit logging for database activity,audit_logging_options
CASSANDRA-13006,https://github.com/apache/cassandra/commit/02aba7343ce300397ab672bbb1788aa8182d8a48,Add new code,Rely on the JVM to handle OutOfMemoryErrors,cassandra.printHeapHistogramOnOutOfMemoryError
CASSANDRA-13299,https://github.com/apache/cassandra/commit/8ef71f3f29fb040cce18ba158ff5f289b388c30b,Add new code,Throttle base partitions during MV repair streaming to prevent OOM,cassandra.repair.mutation_repair_rows_per_batch
CASSANDRA-13897,https://github.com/apache/cassandra/commit/5b23054f10f4d6553e8dacbf53bd59e552f2a031,Add new code,Round buffer size to powers of 2 for the chunk cache,file_cache_round_up
CASSANDRA-13975,https://github.com/apache/cassandra/commit/f1e850a492126572efc636a6838cff90333806b9,Add new code,Add flag to allow dropping oversized read repair mutations,cassandra.drop_oversized_readrepair_mutations
CASSANDRA-13983,https://github.com/apache/cassandra/commit/ae837806bd07dbb8b881960feeeeb90c1a665d93,Add new code,Support a means of logging all queries as they were invoked.,full_query_log_dir
CASSANDRA-13985,https://github.com/apache/cassandra/commit/54de771e643e9cc64d1f5dd28b5de8a9a91a219e,Add new code,Add network auth,network_authorizer
CASSANDRA-13993,https://github.com/apache/cassandra/commit/b86801e95a58c5f1a9c779b21fa57136e0225d61,Add new code,Add optional startup delay to wait until peers are ready,block_for_peers_percentage block_for_peers_timeout_in_secs
CASSANDRA-14092,https://github.com/apache/cassandra/commit/b2949439ec62077128103540e42570238520f4ee,Add new code,Protect against overflow of local expiration time,cassandra.expiration_overflow_warning_interval_minutes
CASSANDRA-14145,https://github.com/apache/cassandra/commit/5fbb938adaafd91e7bea1672f09a03c7ac5b9b9d,Add new code,Detect inconsistencies in repaired data on the read path,repaired_data_tracking_for_range_reads_enabled repaired_data_tracking_for_partition_reads_enabled report_unconfirmed_repaired_data_mismatches
CASSANDRA-14197,https://github.com/apache/cassandra/commit/d14a9266c7ddff0589fdbe7a1836217b8bb8b394,Add new code,Automatic sstable upgrades,automatic_sstable_upgrade max_concurrent_automatic_sstable_upgrades
CASSANDRA-14373,https://github.com/apache/cassandra/commit/6e00ab956eb0148a74e926666862e4cc78936301,Add new code,Allow using custom script for chronicle queue BinLog archival,full_query_logging_options
CASSANDRA-14467,https://github.com/apache/cassandra/commit/5d8767765090cd968c39008f76b0cd795d6e5032,Add new code,Add option to sanity check tombstones on reads/compaction,corrupted_tombstone_strategy
CASSANDRA-14566,https://github.com/apache/cassandra/commit/47a12c52a313258307ab88392f75c5866d9a2bb1,Add new code,Stream entire SSTables when possible,stream_entire_sstables
CASSANDRA-14821,https://github.com/apache/cassandra/commit/f22fec927de7ac291266660c2f34de5b8cc1c695,Add new code,Introduce in-jvm distributed tests,org.apache.cassandra.disable_mbean_registration
CASSANDRA-14855,https://github.com/apache/cassandra/commit/fff6eec2903ee85f648535dd051c9bc72631f524,Add new code,Backport ImmediateFlusher to cassandra-3.0 and cassandra-3.11,native_transport_flush_in_batches_legacy
CASSANDRA-14866,https://github.com/apache/cassandra/commit/e6a61be8c857106d5d99a270b2d17de9f84c4d67,Add new code,"Add flag to disable SASI indexes, and warning on creation",enable_sasi_indexes
CASSANDRA-15059,https://github.com/apache/cassandra/commit/c3ce32e239b1ba41faf1d58a942465b9bf45b986,Add new code,Fix assorted gossip races and add related runtime checks,cassandra.strict.runtime.checks cassandra.gossip.disable_thread_validation
CASSANDRA-15202,https://github.com/apache/cassandra/commit/2117e2af00603f5fb2181e53dbcba190b2eab861,Add new code,Make repair coordination less expensive by moving MerkleTrees off heap,use_offheap_merkle_trees
CASSANDRA-3200,https://github.com/apache/cassandra/commit/cb56d9fc3c773abbefa2044ce41ddbfb7717e0cb,Add new code,Add option to optimize Merkle tree comparison across replicas,optimiseStreams
CASSANDRA-13594,https://github.com/apache/cassandra/commit/62d39f6544e3fbcbc268aecbb3a46950dcba2bf0,Add new code,Use an ExecutorService for repair commands instead of new Thread(..).start(),repair_command_pool_size repair_command_pool_full_strategy
CASSANDRA-15013,https://github.com/apache/cassandra/commit/5a03898c680ed6ada63901e8a4b278ccc8070717,Add new code,Prevent client requests from blocking on executor task queue,native_transport_max_concurrent_requests_in_bytes_per_ip native_transport_max_concurrent_requests_in_bytes
CASSANDRA-14404,https://github.com/apache/cassandra/commit/f7431b432875e334170ccdb19934d05545d2cebd,Add new code,Transient Replication and Cheap Quorums,enable_transient_replication
